Blue_UniqueChamps,Red_UniqueChamps,Blue_AvgChampId,Red_AvgChampId,UniqueChamps_Diff,AvgChampId_Diff,Region_Code,BlueWin
5,5,325.4,91.4,0,233.99999999999997,0,1
5,5,215.2,363.6,0,-148.40000000000003,0,0
5,5,158.0,265.0,0,-107.0,0,1
5,5,160.0,273.2,0,-113.19999999999999,0,0
5,5,82.6,264.8,0,-182.20000000000002,0,1
5,5,74.8,211.6,0,-136.8,0,1
5,5,197.4,256.0,0,-58.599999999999994,0,0
5,5,256.8,410.4,0,-153.59999999999997,0,1
5,5,165.8,69.8,0,96.00000000000001,0,0
5,5,214.2,150.4,0,63.79999999999998,0,1
5,5,157.8,206.0,0,-48.19999999999999,0,0
